,airport_ident,length_ft,le_ident,surface,lighted,closed
638,0B2,1730.0,1,TURF-F,0,0
639,0B7,2575.0,4,ASPH-E,0,0
640,0C1,2375.0,2,ASPH-TRTD-P,1,0
641,0C2,2640.0,9,TURF-G,0,0
642,0C5,3800.0,18,TURF-G,1,0
643,0C7,3980.0,18,TURF-G,1,0
644,0C8,2831.0,18,TURF-G,1,0
645,0CA0,86.0,H1,CONC,1,0
646,0CA1,2482.0,8,asphalt,0,1
647,0CA2,45.0,H1,CONC,1,0
648,0CA3,2100.0,10,ASPH,0,0
649,0CA4,3600.0,6,TREATED,0,0
650,0CA5,1400.0,11,ASPH,0,0
651,0CA6,2400.0,4,ASPH,0,0
652,0CA7,85.0,H1,CONC,0,0
653,0CA8,2250.0,12,DIRT,0,0
654,0CA9,3300.0,16,ASPH,0,0
655,0CD0,50.0,H1,CONC,1,0
656,0CD1,45.0,H1,MATS,1,0
657,0CD2,2500.0,8,TURF-P,0,0
658,0CD2,5000.0,17,TURF-F,0,0
659,0CD4,25.0,H1,MATS,1,0
660,0CD5,4500.0,4,GRVL,0,0
661,0CD6,40.0,H1,CONC,1,0
662,0CD7,956.0,6,TURF-G,0,0
663,0CD8,50.0,H1,CONC-G,1,0
664,0CD9,50.0,H1,CONC,0,0
665,0CL0,3720.0,17,DIRT,0,0
666,0CL1,3360.0,7,DIRT,0,0
667,0CL1,2040.0,16,DIRT,0,0
668,0CL2,113.0,H1,CONC,0,0
669,0CL3,1800.0,5,DIRT,0,0
670,0CL3,2400.0,9,DIRT,0,0
671,0CL4,50.0,H1,CONC,0,0
672,0CL5,58.0,H1,CONC,0,0
673,0CL6,1900.0,9,DIRT,0,0
674,0CL7,65.0,H1,CONC,0,0
675,0CL8,3500.0,6,TURF,0,0
676,0CL8,80.0,H1,SAND,0,0
677,0CL9,20.0,H1,CONC,0,0
678,0CO0,100.0,H1,TURF,0,0
679,0CO1,2500.0,N,TURF,0,0
680,0CO2,4000.0,11,ASPH,1,0
681,0CO3,4200.0,18,DIRT,0,0
682,0CO4,120.0,H1,CONC,0,0
683,0CO6,4500.0,2,TURF,0,0
684,0CO6,4000.0,10,TURF,0,0
685,0CO7,152.0,H1,ASPH,0,0
686,0CO8,2000.0,17,DIRT,0,0
687,0CO9,2600.0,E,GRVL-DIRT,0,0
688,0CT0,36.0,H1,CONC,0,0
689,0CT1,50.0,H1,ASPH,0,0
690,0CT2,40.0,H1,ASPH,0,0
691,0CT3,60.0,H1,CONC,0,0
692,0CT5,50.0,H1,CONC,0,0
693,0CT6,65.0,H1,ASPH,0,0
694,0CT7,66.0,H1,CONC,0,0
695,0CT8,60.0,H1,ASPH,0,0
696,0CT9,60.0,H1,CONC,0,0
697,0D7,1955.0,9,TURF-G,0,0
698,0.00E+00,3270.0,9,TURF-F,0,0
699,0.00E+00,3000.0,11W,WATER,0,0
700,0FA0,200.0,H1,TURF,0,0
701,0FA1,1800.0,9,TURF,0,0
702,0FA2,50.0,H2,CONC,1,0
703,0FD0,4000.0,9,TURF,0,0
704,0FD1,50.0,H1,ASPH,0,0
705,0FD2,48.0,H1,CONC,0,0
706,0FD3,2100.0,8,TURF,0,0
707,0FD3,4000.0,13,TURF,0,0
708,0FD5,2100.0,9,TURF,0,0
709,0FD6,3000.0,02W,WATER,0,0
710,0FD9,1975.0,4,TURF,0,0
711,0FL0,2300.0,14,TURF,0,0
712,0FL1,2575.0,9,TURF,0,0
713,0FL2,2000.0,5,WATER,0,0
714,0FL3,60.0,H1,CONC,1,0
715,0FL4,100.0,H1,CONC,0,0
716,0FL5,2000.0,ALL,WATER,0,0
717,0FL6,500.0,18,TURF,0,0
718,0FL7,35.0,H1,CONC,0,0
719,0FL8,2000.0,9,WATER,0,0
720,0FL9,3400.0,9,TURF,0,0
721,0FL9,2750.0,17,TURF,0,0
722,0G0,2830.0,10,ASPH-F,1,0
723,0G5,3000.0,3,WATER,0,0
724,0G5,15000.0,9,WATER,0,0
725,0GA0,2150.0,1,TURF,0,0
726,0GA1,2000.0,13,TURF,0,0
727,0GA2,2600.0,8,TURF,1,0
728,0GA3,2000.0,18,TURF,0,0
729,0GA5,100.0,H1,TURF,0,0
730,0GA6,2100.0,15,TURF,0,0
731,0GA8,3000.0,3,TURF,0,0
732,0GA9,4400.0,7,TURF,0,0
733,0GE0,2000.0,2,TURF,0,0
734,0GE1,3000.0,4,GRVL-TRTD-P,0,0
735,0GE3,2000.0,6,TURF,0,0
736,0GE4,1045.0,9,TURF,0,0
737,0GE4,1000.0,18,TURF,0,0
738,0GE5,2500.0,N,TURF,0,0
739,0GE7,3000.0,1,TURF,0,0
740,0GE9,2000.0,3,TURF,0,0
741,0H7,2680.0,10,TURF-G,0,0
742,0I2,2941.0,9,ASPH-G,1,0
743,0IA0,65.0,H1,CONC,0,0
744,0IA1,42.0,H1,CONC-G,0,0
745,0IA2,60.0,H1,CONC,0,0
746,0IA4,3000.0,9,TURF,1,0
747,0IA5,2000.0,17,TURF,0,0
748,0IA6,2600.0,18,TURF,0,0
749,0IA7,145.0,H1,CONC,0,0
750,0IA7,45.0,H2,CONC,0,0
751,0IA8,1280.0,18,TURF,0,0
752,0IA9,50.0,H1,TURF,0,0
753,0ID0,3000.0,7,TURF,0,0
754,0ID1,1900.0,10,TURF-G,0,0
755,0ID2,6507.0,11,ASPH,0,0
756,0ID3,2640.0,7,DIRT,0,0
757,0ID4,3150.0,4,TURF,0,0
758,0ID5,1460.0,5,TURF-DIRT-F,0,0
759,0ID6,40.0,H1,CONC,1,0
760,0ID7,2600.0,2,DIRT,0,0
761,0ID8,800.0,9,TURF,0,0
762,0ID9,2308.0,6,Turf/Dirt,0,0
763,0II0,1500.0,E,TURF,0,0
764,0II1,1300.0,9,TURF,0,0
765,0II2,1300.0,9,TURF,0,0
766,0II3,2400.0,9,TURF,0,0
767,0II6,3000.0,6,TURF,0,0
768,0II7,2500.0,N,TURF,0,0
769,0II8,1400.0,1,TURF-G,0,0
770,0II9,1600.0,18,TURF,0,0
771,0IL0,30.0,H1,CONC-G,0,0
772,0IL1,90.0,H1,CONC,0,0
773,0IL2,1600.0,18,TURF-G,0,0
774,0IL3,1800.0,18,TURF,0,0
775,0IL4,40.0,H1,CONC-G,0,0
776,0IL6,40.0,H1,CONC,1,0
777,0IL6,40.0,H2,CONC,1,0
778,0IL8,1600.0,N,TURF,0,0
779,0IL9,2800.0,E,TURF,0,0
780,0IN1,2000.0,15,TURF,0,0
781,0IN2,1300.0,9,TURF,0,0
782,0IN2,2900.0,18,TURF,1,0
783,0IN3,2200.0,E,TURF,0,0
784,0IN4,2440.0,NW,ASPH,0,0
785,0IN5,1200.0,9,TURF,0,0
786,0IN7,50.0,H1,ASPH,0,0
787,0IN8,50.0,H1,TURF,0,0
788,0IN9,2400.0,E,TURF,0,0
789,0IS0,40.0,H1,ASPH,0,0
790,0IS2,60.0,H1,CONC,1,0
791,0IS3,2500.0,18,TURF-GRVL,0,0
792,0IS4,2415.0,18,TURF,0,0
793,0IS6,100.0,H1,CONC,0,0
794,0IS9,500.0,H1,TURF,0,0
795,0J0,2915.0,17,ASPH-G,1,0
796,0J8,3200.0,18,TURF-F,1,0
797,0K6,1575.0,17,TURF-G,0,0
798,0KS0,2600.0,17,TURF,0,0
799,0KS2,2400.0,17,Turf,0,0
800,0KS4,2000.0,18,TURF,0,0
801,0KS6,2295.0,E,TURF,0,0
802,0KS7,2000.0,18,TURF,0,0
803,0KS8,1700.0,17,TURF,0,0
804,0KS9,3000.0,5,TURF,0,0
805,0KY0,2300.0,13,TURF,0,0
806,0KY1,3200.0,10,ASPH,0,0
807,0KY2,35.0,H1,CONC,0,0
808,0KY3,30.0,H1,CONC,0,0
809,0KY4,1675.0,18,TURF,0,0
810,0KY5,2800.0,7,TURF,0,0
811,0KY6,80.0,H1,ASPH,0,0
812,0KY7,2200.0,N,TURF,0,0
813,0KY8,2300.0,12,TURF,0,0
814,0L4,6100.0,18,DIRT-G,0,0
815,0L6,50.0,H1,CONC-G,1,0
816,0LA0,25.0,H1,CONC,0,0
817,0LA1,3000.0,17,TURF,0,0
818,0LA3,2700.0,9,TURF,0,0
819,0LA4,40.0,H1,CONC,1,0
820,0LA5,400.0,H1,CONC,0,0
821,0LA7,750.0,H1,ASPH,1,0
822,0LA8,50.0,H1,CONC,0,0
823,0LA9,2200.0,17,TURF,0,0
824,0LL0,2030.0,9,TURF,1,0
825,0LL1,2500.0,18,TURF,0,0
826,0LL2,2600.0,E,TURF,0,0
827,0LL3,2000.0,6,TURF,0,0
828,0LL4,2143.0,9,TURF,0,0
829,0LL5,2230.0,E,TURF,0,0
830,0LL6,2600.0,E,TURF,0,0
831,0LL7,40.0,H1,ASPH,0,0
832,0LL9,100.0,H1,CONC,1,0
833,0LS0,3000.0,2,TURF,0,0
834,0LS3,100.0,H1,TURF,0,0
835,0LS4,1700.0,4,TURF-G,0,0
836,0LS5,650.0,18,TURF,0,0
837,0LS7,3000.0,4,TURF-G,0,0
838,0LS8,2500.0,18,TURF,0,0
839,0LS9,1530.0,18,TURF-GRVL-P,0,0
840,0MA1,60.0,H1,ASPH,0,0
841,0MA2,60.0,H1,ASPH,0,0
842,0MA3,1600.0,H1,ASPH,0,0
843,0MA4,40.0,H1,CONC,0,0
844,0MA5,100.0,H1,SOD,0,0
845,0MA6,50.0,H1,ASPH,0,0
846,0MA9,25.0,H1,TURF,0,0
847,0MD0,79.0,H1,CONC,0,0
848,0MD1,3000.0,8,TURF,0,0
849,0MD2,2200.0,12,TURF,1,0
850,0MD2,75.0,H1,TURF,0,0
851,0MD3,90.0,H1,CONC,1,0
852,0MD4,2600.0,18,TURF,1,0
853,0MD5,90.0,H1,ASPH,0,0
854,0MD6,1800.0,5,TURF,0,0
855,0MD7,100.0,H1,TURF,0,0
856,0MD9,55.0,H1,CONC,1,0
857,0ME4,2000.0,16,TURF,0,0
858,0MI1,3500.0,E,TURF,0,0
859,0MI3,1800.0,4,TURF,0,0
860,0MI3,2400.0,13,TURF,0,0
861,0MI3,3700.0,18,TURF,0,0
862,0MI4,3000.0,N,TURF,0,0
863,0MI6,2200.0,18,TURF,1,0
864,0MI7,35.0,H1,CONC,1,0
865,0MI9,50.0,H1,CONC,1,0
866,0MN0,5500.0,9,WATER,0,0
867,0MN2,11000.0,1,WATER,0,0
868,0MN3,5000.0,6,WATER,0,0
869,0MN3,5000.0,15,WATER,0,0
870,0MN4,5000.0,12W,WATER,0,0
871,0MN5,2800.0,N,TURF,0,0
872,0MN6,2500.0,E,TURF,1,0
873,0MN7,120.0,H1,ASPH,0,0
874,0MN8,1650.0,E,TURF,0,0
875,0MN9,50.0,H1,CONC,1,0
876,0MO0,1685.0,12,TURF,0,0
877,0MO1,2100.0,8,TURF,0,0
878,0MO2,1200.0,1,TURF,0,0
879,0MO4,18.0,H1,CONC,0,0
880,0MO5,1800.0,N,TURF,0,0
881,0MO7,65.0,H1,CONC,1,0
882,0MO8,2600.0,17,TURF,0,0
883,0MO9,50.0,H1,CONC,0,0
884,0MS0,3200.0,4,ASPH,0,0
885,0MS2,2300.0,18,TURF,0,0
886,0MS3,30.0,H1,CONC,0,0
887,0MS5,2700.0,18,TURF-G,0,0
888,0MS6,240.0,H1,TURF-G,0,0
889,0MS7,2100.0,E,TURF-G,0,0
890,0MS8,4000.0,18,TURF,0,0
891,0MS9,3200.0,12,TURF,1,0
892,0MT1,1500.0,3,DIRT,0,0
893,0MT2,30.0,H1,CONC,0,0
894,0MT3,40.0,H1,TURF,0,0
895,0MT4,1000.0,NE,TURF,0,0
896,0MT5,750.0,17,TURF,0,0
897,0MT6,2400.0,8,TURF,0,0
898,0MT7,3800.0,14,TURF,0,0
899,0MT8,100.0,H1,ASPH-TURF,0,0
900,0MT9,1700.0,12,TURF,0,0
901,0MU1,2000.0,9,TURF,0,0
902,0MU2,20.0,H1,CONC,0,0
903,0MU3,60.0,H1,CONC,0,0
904,0MU4,1700.0,11,TURF,0,0
905,0MU5,30.0,H1,CONC,0,0
906,0MU6,60.0,H1,CONC,0,0
907,0MU7,2600.0,18,TURF,0,0
908,0MU8,800.0,16,TURF,0,0
909,0MY0,200.0,H1,GRVL,0,0
910,0MY1,30.0,H1,CONC,0,0
911,0N0,2780.0,18,ASPH-G,1,0
912,0N4,2533.0,4,ASPH-P,1,0
913,0N5,60.0,H1,ASPH-G,1,0
914,0N6,2048.0,15,TURF-G,0,0
915,0NA1,2600.0,8,TURF,0,0
916,0NA5,2200.0,17,TURF,0,0
917,0NA9,2200.0,13,TURF,0,0
918,0NC0,50.0,H1,CONC,0,0
919,0NC2,78.0,H1,CONC,0,0
920,0NC3,70.0,H1,TURF,0,0
921,0NC4,70.0,H1,CONC,0,0
922,0NC5,40.0,H1,CONC,1,0
923,0NC6,200.0,H1,TURF,0,0
924,0NC7,1700.0,3,TURF,0,0
925,0NC8,2300.0,3,TURF,0,0
926,0NC9,60.0,H1,CONC,0,0
927,0ND0,2600.0,17,TURF,0,0
928,0ND6,1600.0,8,TURF,0,0
929,0ND7,2600.0,N,TURF,0,0
930,0NE0,2300.0,NE,TURF,0,0
931,0NE0,1800.0,NW,TURF,0,0
932,0NE1,2500.0,E,TURF,0,0
933,0NE2,2000.0,N,TURF,0,0
934,0NE3,40.0,H1,CONC,0,0
935,0NE4,30.0,H1,CONC,0,0
936,0NE6,3500.0,17,ASPH,0,0
937,0NJ0,51.0,H1,MATS,1,0
938,0NJ1,200.0,H1,ASPH-G,0,0
939,0NJ2,200.0,H1,TURF,0,0
940,0NJ3,305.0,H1,ASPH-TURF,0,0
941,0NJ4,40.0,H1,CONC,0,0
942,0NJ6,2950.0,E,TURF,0,0
943,0NJ7,75.0,H1,GRAVEL,0,0
944,0NJ8,75.0,H1,ASPH,0,0
945,0NJ9,85.0,H1,ASPH,0,0
946,0NK0,1400.0,11,TURF,0,0
947,0NK1,2100.0,18,TURF,0,0
948,0NK2,3000.0,10,TURF,0,0
949,0NK3,2700.0,16,TURF,0,0
950,0NK4,40.0,H1,CONC,0,0
951,0NK5,50.0,H1,ASPH,0,0
952,0NK7,50.0,H1,CONC-G,1,0
953,0NK8,2500.0,4,TURF,0,0
954,0NK9,1700.0,9,TURF,0,0
955,0NM0,4210.0,8,GRAVEL,0,0
956,0NM7,4000.0,3,TURF-GRVL-F,0,0
957,0NM7,7500.0,17,TURF-GRVL-F,0,0
958,0NV1,40.0,H1,CONC,1,0
959,0NY0,3000.0,NW,TURF,0,0
960,0NY1,1360.0,3,TURF,0,0
961,0NY3,1600.0,13,GRAVEL,0,0
962,0NY5,100.0,H1,ASPH,0,0
963,0NY6,25.0,H1,CONC,1,0
964,0NY7,2000.0,4,GRAVEL,0,0
965,0NY8,1700.0,9,TURF,0,0
966,0O0,15840.0,ALL,WATER,0,0
967,0O4,2702.0,16,ASPH-F,1,0
968,0O9,2990.0,6,ASPH-G,0,0
969,0OH1,40.0,H1,TURF,0,0
970,0OH2,2370.0,18,TURF,0,0
971,0OH3,70.0,H1,CONC,0,0
972,0OH6,800.0,4,TURF,0,0
973,0OH7,1300.0,9,GRAVEL,1,0
974,0OH7,2200.0,18,TURF,0,0
975,0OH8,3000.0,3,ASPH,0,0
976,0OH9,1100.0,6,TURF,0,0
977,0OI0,12.0,H1,CONC,0,0
978,0OI1,30.0,H1,CONC,0,0
979,0OI2,2200.0,14,TURF,0,0
980,0OI3,1900.0,9,TURF,0,0
981,0OI6,2600.0,18,TURF,0,0
982,0OI9,1100.0,10,TURF,0,0
983,0OK0,2400.0,18,TURF,0,0
984,0OK1,3200.0,N,TURF,0,0
985,0OK2,100.0,H1,ASPH,0,0
986,0OK3,5000.0,16,ASPH,0,0
987,0OK4,2350.0,4,GRVL,0,0
988,0OK5,2000.0,N,TURF,0,0
989,0OK6,2400.0,18,TURF,0,0
990,0OK7,50.0,H1,CONC,0,0
991,0OK8,2500.0,17,TURF-G,0,0
992,0OK9,3000.0,1,TURF,0,0
993,0OK9,2600.0,9,TURF,0,0
994,0OR0,40.0,H1,ASPH,0,0
995,0OR2,50.0,H1,TURF,0,0
996,0OR3,1950.0,10,GRAVEL,0,0
997,0OR4,60.0,H1,ASPH,0,0
998,0OR5,1700.0,9,TURF,0,0
999,0OR6,2900.0,16,DIRT,0,0
1000,0OR7,1900.0,16,TURF,0,0
1001,0OR8,2500.0,7,TURF-F,0,0
1002,0OR9,1900.0,16,ASPH,1,0
1003,0P1,2590.0,16,TURF-P,0,0
1004,0P2,1000.0,06U,TURF-E,0,0
1005,0P2,1000.0,15,TURF-E,0,0
1006,0PA0,2450.0,1,TURF,0,0
1007,0PA0,2450.0,7,TURF,0,0
1008,0PA0,1800.0,13,TURF,0,0
1009,0PA1,80.0,H1,ASPH,0,0
1010,0PA2,500.0,11,TURF,0,0
1011,0PA3,1277.0,17,TURF,0,0
1012,0PA4,1515.0,18,TURF,0,0
1013,0PA5,2550.0,10,TURF-F,0,0
1014,0PA6,1800.0,NE,TURF,0,0
1015,0PA7,1200.0,4,TURF-G,0,0
1016,0PA8,90.0,H1,CONC,0,0
1017,0PA9,200.0,H1,ASPH,0,0
1018,0PN0,2000.0,4,TURF,0,0
1019,0PN1,7500.0,6,WATER,0,0
1020,0PN3,80.0,H1,CONC,1,0
1021,0PN4,500.0,7,TURF-G,0,0
1022,0PN5,2400.0,E,TURF,0,0
1023,0PN6,1730.0,NE,TURF,0,0
1024,0PN7,2800.0,13,TURF-G,0,0
1025,0PN8,2000.0,NE,TURF,0,0
1026,0PN9,1800.0,NW,TURF,0,0
1027,0PS0,2200.0,1,TURF,0,0
1028,0PS1,90.0,H1,CONC,0,0
1029,0PS2,70.0,H1,CONC,1,0
1030,0PS3,1272.0,6,TURF,0,0
1031,0PS4,2400.0,6,TURF,0,0
1032,0PS5,30.0,H1,CONC,0,0
1033,0PS6,120.0,H1,TURF,0,0
1034,0PS7,1900.0,8,TURF,0,0
1035,0PS8,65.0,H1,CONC,0,0
1036,0PS9,35.0,H1,ASPH,0,0
1037,0Q3,2700.0,7,ASPH-G,0,0
1038,0Q3,1500.0,17,ASPH-G,0,0
1039,0Q4,2490.0,10,ASPH-F,1,0
1040,0Q9,2480.0,8,ASPH-F,0,0
1041,0R2,2940.0,18,TURF-G,0,0
1042,0R7,5000.0,17,ASPH-G,1,0
1043,0R9,2600.0,17,TURF-G,0,0
1044,0S1,2830.0,17,TURF-P,0,0
1045,0S2,3500.0,17,TURF-G,1,0
1046,0S5,2400.0,15,ASPH-G,0,0
1047,0SD0,3000.0,15,TURF,0,0
1048,0SD1,1726.0,8,TURF,0,0
1049,0SD2,40.0,H1,CONC,0,0
1050,0SD3,3700.0,9,GRAVEL,0,0
1051,0SD4,60.0,H1,ASPH,0,0
1052,0SD5,16.0,H1,CONC,0,0
1053,0SD7,2000.0,NW,TURF,0,0
1054,0SD9,20.0,H1,WOOD,0,0
1055,0T3,2600.0,12,TURF-F,1,0
1056,0T7,2300.0,18,TURF-G,1,0
1057,0TA0,100.0,H1,ASPH,0,0
1058,0TA1,2000.0,N,TURF,0,0
1059,0TA2,2300.0,E,TURF,0,0
1060,0TA2,4000.0,N,DIRT,0,0
1061,0TA3,2500.0,7,TURF,0,0
1062,0TA3,1500.0,14,TURF,0,0
1063,0TA4,1742.0,15,TURF,0,0
1064,0TA5,200.0,H1,TURF,0,0
1065,0TA6,50.0,H1,CONC,0,0
1066,0TA6,20.0,H2,CONC,0,0
1067,0TA6,20.0,H3,CONC,0,0
1068,0TA7,5000.0,5,TURF,0,0
1069,0TA7,5200.0,12,ASPH,1,0
1070,0TA7,5100.0,15,TURF,0,0
1071,0TA8,2680.0,N,TURF,0,0
1072,0TA9,35.0,H1,CONC,0,0
1073,0TE0,2650.0,3,GRAVEL,0,0
1074,0TE0,3250.0,13,GRAVEL,0,0
1075,0TE1,100.0,H1,DIRT,1,0
1076,0TE2,800.0,H1,ASPH,0,0
1077,0TE3,2600.0,17,TURF,0,0
1078,0TE4,3000.0,16,ASPH,0,0
1079,0TE5,5992.0,17,ASPH,0,0
1080,0TE6,2575.0,16,DIRT,0,0
1081,0TE7,6291.0,17,ASPH,0,0
1082,0TE8,150.0,H1,TURF,0,0
1083,0TE9,150.0,H1,TURF,0,0
1084,0TN0,1750.0,17,TURF,0,0
1085,0TN1,8000.0,03W,WATER,0,0
1086,0TN1,5000.0,09W,WATER,0,0
1087,0TN1,7000.0,13W,WATER,0,0
1088,0TN2,1200.0,5,TURF,0,0
1089,0TN3,30.0,H1,CONC,0,0
1090,0TN4,50.0,H1,CONC,0,0
1091,0TN5,2350.0,9,TURF,0,0
1092,0TN6,1050.0,8,TURF,0,0
1093,0TN7,45.0,H1,CONC,1,0
1094,0TN8,75.0,H1,CONC-G,0,0
1095,0TN9,46.0,H1,CONC-G,0,0
1096,0TS1,1750.0,17,TURF,0,0
1097,0TS2,600.0,1,TURF,0,0
1098,0TS2,600.0,9,TURF,0,0
1099,0TS2,600.0,13,TURF,0,0
1100,0TS3,20.0,H1,CONC,0,0
1101,0TS4,1800.0,18,TURF,0,0
1102,0TS5,3200.0,5,TURF,0,0
1103,0TS6,20.0,H1,TURF,0,0
1104,0TS7,2800.0,18,TURF,0,0
1105,0TS8,910.0,ALL,TURF-DIRT,0,0
1106,0TS9,1260.0,4,TURF,0,0
1107,0TX0,2800.0,14,TURF,0,0
1108,0TX1,3500.0,18,ASPH,1,0
1109,0TX2,100.0,H1,ASPH,0,0
1110,0TX3,20.0,H1,CONC,0,0
1111,0TX4,50.0,H1,CONC,0,0
1112,0TX5,1800.0,17,TURF,0,0
1113,0TX6,2283.0,14,TURF,0,0
1114,0TX7,2250.0,NE,TURF,0,0
1115,0TX8,1800.0,17,TURF,0,0
1116,0TX9,2300.0,9,TURF,0,0
1117,0TX9,2000.0,18,TURF,0,0
1118,0U0,4000.0,16,TURF-DIRT-F,0,0
1119,0U1,2850.0,2,TURF-G,0,0
1120,0U2,4700.0,12,TURF-F,0,0
1121,0U3,2150.0,3,DIRT-F,0,0
1122,0U7,2500.0,5,TURF-F,0,0
1123,0U8,4950.0,9,TURF-F,0,0
1124,0U9,2875.0,8,ASPH-E,0,0
1125,0VA1,2000.0,14,TURF,0,0
1126,0VA2,2000.0,14,TURF,0,0
1127,0VA3,2200.0,4,TURF,0,0
1128,0VA4,2100.0,17,TURF,0,0
1129,0VA5,3900.0,4,ASPH,0,0
1130,0VA6,100.0,H1,ASPH,0,0
1131,0VA8,1800.0,14,TURF,0,0
1132,0VA9,1000.0,2,TURF,0,0
1133,0VI1,3000.0,5,TURF,0,0
1134,0W0,9500.0,18W,WATER-E,0,0
1135,0W7,10000.0,12,WATER,0,0
1136,0WA0,48.0,H1,CONC,0,0
1137,0WA1,2000.0,16,TURF,0,0
1138,0WA2,2364.0,N,TURF,0,0
1139,0WA3,40.0,H1,ASPH,0,0
1140,0WA4,100.0,H1,ASPH,1,0
1141,0WA5,24.0,H1,CONC,0,0
1142,0WA5,24.0,H2,TURF,0,0
1143,0WA6,70.0,H1,ASPH,0,0
1144,0WA7,20.0,H1,CONC,0,0
1145,0WA8,40.0,H1,CONC,0,0
1146,0WA9,100.0,H1,CONC-G,0,0
1147,0WI0,43.0,H1,ALUM,1,0
1148,0WI1,10000.0,03W,WATER,0,0
1149,0WI1,3200.0,4,ASPH,0,0
1150,0WI2,2600.0,3,TURF,0,0
1151,0WI3,60.0,H1,CONC,0,0
1152,0WI4,3200.0,8,ASPH,0,0
1153,0WI5,2000.0,9,TURF,0,0
1154,0WI6,1300.0,E,TURF,0,0
1155,0WI7,2100.0,9,TURF,0,0
1156,0WI7,1500.0,18,TURF,0,0
1157,0WI8,1200.0,9,TURF,0,0
1158,0WI8,1400.0,18,TURF,0,0
1159,0WI9,2600.0,18,TURF,0,0
1160,0WN0,1050.0,9,TURF,0,0
1161,0WN1,1800.0,12,DIRT,0,0
1162,0WN2,1200.0,7,TURF-F,0,0
1163,0WN4,100.0,H1,CONC,1,0
1164,0WN5,150.0,10U,TURF,0,0
1165,0WN6,12.0,H1,TURF,0,0
1166,0WN7,40.0,H1,ASPH,0,0
1167,0WN8,38.0,H1,MATS,0,0
1168,0WN9,1055.0,16,DIRT,0,0
1169,0WY0,2000.0,18,TURF,0,0
1170,0WY1,3400.0,6,DIRT,0,0
1171,0XA0,61.0,H1,CONC,1,0
1172,0XA0,56.0,H2,CONC,1,0
1173,0XA2,40.0,H1,CONC,1,0
1174,0XA3,27.0,H1,CONC,0,0
1175,0XA3,30.0,H2,CONC,0,0
1176,0XA4,5000.0,15,ASPH-G,0,0
1177,0XA5,3800.0,13,ASPH,1,0
1178,0XA6,50.0,H1,TURF,0,0
1179,0XA7,2400.0,10,TURF,0,0
1180,0XA7,150.0,H1,ASPH,0,0
1181,0XA8,1000.0,11,TURF,0,0
1182,0XA8,1000.0,14,TURF,0,0
1183,0XA8,20.0,H1,CONC,0,0
1184,0XA9,46.0,H1,CONC,1,0
1185,0XS0,3300.0,8,TURF,0,0
1186,0XS0,2500.0,15,TURF,0,0
1187,0XS1,1500.0,14,TURF,0,0
1188,0XS2,3700.0,4,GRAVEL,0,0
1189,0XS3,30.0,H1,CONC,0,0
1190,0XS4,50.0,H1,CONC,0,0
1191,0XS5,26.0,H1,CONC,0,0
1192,0XS6,3000.0,17,TURF,0,0
1193,0XS7,6000.0,13,ASPH,0,0
1194,0XS8,3200.0,12,GRVL,0,0
1195,0XS9,1200.0,17,TURF,0,0
1196,0Y4,2500.0,17,ASPH-TURF-P,0,0
1197,0Y6,3380.0,18,TURF-G,1,0
1198,0Z2,1000.0,16,GRVL-DIRT-P,0,0
1199,0Z3,1400.0,NE,WATER,0,0
1200,10AK,800.0,7,GRVL,0,0
1201,10AL,65.0,H1,CONC,1,0
1202,10AZ,3407.0,8,ASPH-DIRT,1,0
1203,10CA,30.0,H1,CONC,0,0
1204,10CL,2300.0,E,TRTD-DIRT,0,0
1205,10CN,60.0,H1,ASP,0,0
1206,10D,3248.0,9,TURF-G,1,0
1207,10F,3600.0,18,TURF-G,0,0
1208,10FA,2575.0,11,ASPH,0,0
1209,10FD,1500.0,1,TURF,0,0
1210,10FL,100.0,H1,ASPH,0,0
1211,10GA,2100.0,15,TURF-G,0,0
1212,10IA,2405.0,17,TURF-G,1,0
1213,10ID,3000.0,NE,GRAVEL,0,0
1214,10II,40.0,H1,ASPH,0,0
1215,10IL,300.0,H1,CONC,0,0
1216,10IN,2600.0,18,TURF,0,0
1217,10IN,40.0,H1,CONC,0,0
1218,10KS,64.0,H1,ASPH-CONC,0,0
1219,10KY,30.0,H1,CONC,0,0
1220,10LA,2144.0,18,TURF,0,0
1221,10LA,50.0,H1,TURF,0,0
1222,10MA,4000.0,1,WATER,0,0
1223,10MI,100.0,H1,CONC,0,0
1224,10MN,4000.0,01W,WATER,0,0
1225,10MN,4000.0,11W,WATER,0,0
1226,10MS,50.0,H1,CONC,0,0
1227,10MT,1500.0,E,TURF,0,0
1228,10MT,2000.0,N,TURF,0,0
1229,10MT,1600.0,NW,TURF,0,0
1230,10MU,65.0,H1,ASPH,1,0
1231,10NC,2450.0,13,TURF,0,0
1232,10ND,1300.0,9,TURF,0,0
1233,10ND,1800.0,18,TURF,0,0
1234,10NE,67.0,H1,CONC,0,0
1235,10NH,45.0,H1,TURF,0,0
1236,10NJ,75.0,H1,TURF,0,0
1237,10NY,50.0,H1,ASPH,0,0
1238,10OH,1400.0,16,TURF-GRVL,0,0
1239,10OK,2600.0,17,TURF,0,0
1240,10OR,1000.0,2,TURF,0,0
1241,10PA,30.0,H1,TURF,0,0
1242,10PN,200.0,H1,CONC,0,0
1243,10TA,300.0,H1,TURF,0,0
1244,10TE,1975.0,14,TURF,0,0
1245,10TN,1200.0,5,DIRT,0,0
